pred_probs_arrivals,mean_p_arrivals,capacity_arrivals,trial,date
97.0,95.0,78.0,1,2017-05-18
87.0,92.0,80.0,1,2017-03-13
74.0,87.0,54.0,1,2017-06-02
64.0,73.0,61.0,1,2017-05-20
90.0,92.0,73.0,1,2017-06-05
73.0,83.0,71.0,1,2017-06-07
80.0,91.0,56.0,1,2017-06-09
75.0,78.0,67.0,1,2017-06-04
90.0,90.0,58.0,1,2017-06-11
89.0,112.0,80.0,1,2017-06-06
93.0,110.0,84.0,1,2017-05-30
78.0,93.0,72.0,1,2017-05-24
99.0,97.0,72.0,1,2017-06-08
102.0,112.0,90.0,1,2017-05-27
86.0,102.0,62.0,1,2017-06-16
90.0,113.0,82.0,1,2017-06-12
79.0,83.0,66.0,1,2017-04-01
83.0,83.0,53.0,1,2017-06-03
71.0,71.0,51.0,1,2017-06-13
95.0,104.0,85.0,1,2017-06-20
97.0,105.0,75.0,1,2017-05-29
96.0,94.0,76.0,1,2017-06-25
92.0,102.0,75.0,1,2017-06-28
90.0,81.0,75.0,1,2017-06-30
79.0,95.0,71.0,1,2017-06-27
78.0,86.0,61.0,1,2017-06-21
86.0,86.0,67.0,1,2017-06-26
100.0,106.0,84.0,1,2017-06-19
95.0,104.0,82.0,1,2017-06-29
90.0,102.0,79.0,1,2017-07-05
87.0,101.0,71.0,1,2017-07-01
70.0,72.0,65.0,1,2017-07-06
82.0,78.0,61.0,1,2017-04-25
82.0,100.0,71.0,1,2017-07-10
94.0,94.0,81.0,1,2017-07-08
85.0,97.0,73.0,1,2017-06-17
73.0,70.0,61.0,1,2017-06-18
94.0,104.0,77.0,1,2017-07-07
93.0,96.0,76.0,1,2017-06-10
76.0,77.0,60.0,1,2017-06-22
78.0,85.0,62.0,1,2017-06-15
83.0,87.0,66.0,1,2017-07-13
93.0,104.0,82.0,1,2017-06-23
87.0,91.0,70.0,1,2017-07-15
82.0,94.0,68.0,1,2017-07-18
69.0,83.0,48.0,1,2017-07-11
82.0,86.0,58.0,1,2017-07-17
80.0,82.0,63.0,1,2017-04-02
95.0,102.0,78.0,1,2017-07-19
104.0,115.0,81.0,1,2017-07-02
92.0,101.0,81.0,1,2017-06-24
97.0,106.0,79.0,1,2017-07-23
94.0,91.0,74.0,1,2017-07-12
83.0,97.0,70.0,1,2017-07-03
80.0,76.0,62.0,1,2017-07-09
107.0,103.0,79.0,1,2017-06-14
101.0,108.0,84.0,1,2017-07-28
105.0,110.0,92.0,1,2017-07-24
89.0,90.0,65.0,1,2017-05-28
80.0,89.0,66.0,1,2017-07-31
107.0,98.0,76.0,1,2017-07-29
86.0,91.0,67.0,1,2017-07-04
94.0,105.0,78.0,1,2017-07-26
102.0,110.0,79.0,1,2017-07-20
94.0,96.0,76.0,1,2017-07-25
103.0,100.0,82.0,1,2017-07-16
74.0,77.0,73.0,1,2017-08-02
98.0,111.0,83.0,1,2017-08-10
108.0,115.0,88.0,1,2017-08-13
86.0,96.0,66.0,1,2017-08-14
102.0,113.0,85.0,1,2017-08-01
92.0,91.0,74.0,1,2017-07-30
94.0,105.0,81.0,1,2017-08-08
86.0,93.0,74.0,1,2017-08-09
82.0,85.0,80.0,1,2017-07-22
88.0,102.0,80.0,1,2017-08-17
102.0,109.0,81.0,1,2017-08-15
103.0,115.0,86.0,1,2017-08-04
101.0,114.0,80.0,1,2017-08-05
97.0,116.0,88.0,1,2017-07-27
103.0,104.0,84.0,1,2017-07-14
87.0,88.0,74.0,1,2017-08-07
107.0,107.0,82.0,1,2017-08-19
109.0,123.0,92.0,1,2017-08-26
115.0,125.0,97.0,1,2017-08-23
107.0,105.0,81.0,1,2017-08-21
109.0,122.0,86.0,1,2017-08-18
109.0,120.0,93.0,1,2017-08-25
117.0,129.0,100.0,1,2017-08-29
99.0,110.0,90.0,1,2017-08-03
101.0,110.0,79.0,1,2017-07-21
104.0,115.0,91.0,1,2017-08-20
120.0,129.0,100.0,1,2017-08-30
92.0,108.0,87.0,1,2017-08-24
112.0,124.0,92.0,1,2017-08-06
103.0,110.0,83.0,1,2017-08-11
104.0,111.0,91.0,1,2017-08-12
108.0,117.0,91.0,1,2017-08-16
110.0,123.0,95.0,1,2017-08-22
119.0,129.0,100.0,1,2017-08-27
119.0,129.0,100.0,1,2017-08-28
129.0,129.0,100.0,1,2017-08-31
85.0,84.0,70.0,2,2016-10-31
103.0,101.0,76.0,2,2016-11-04
94.0,96.0,74.0,2,2016-11-07
95.0,93.0,76.0,2,2016-11-14
74.0,63.0,49.0,2,2016-11-13
93.0,100.0,72.0,2,2016-11-10
89.0,90.0,67.0,2,2016-10-30
88.0,88.0,61.0,2,2016-11-15
74.0,50.0,37.0,2,2016-11-21
100.0,104.0,85.0,2,2016-11-03
104.0,98.0,73.0,2,2016-11-11
82.0,77.0,67.0,2,2016-11-16
90.0,76.0,50.0,2,2016-11-09
92.0,91.0,64.0,2,2016-11-12
95.0,88.0,82.0,2,2016-11-19
93.0,103.0,79.0,2,2016-11-28
81.0,81.0,54.0,2,2016-11-30
92.0,82.0,73.0,2,2016-11-24
86.0,89.0,65.0,2,2016-11-17
77.0,54.0,40.0,2,2016-12-02
96.0,83.0,62.0,2,2016-12-05
89.0,61.0,40.0,2,2016-11-02
85.0,99.0,68.0,2,2016-11-22
88.0,81.0,65.0,2,2016-12-06
91.0,57.0,49.0,2,2016-12-07
76.0,57.0,54.0,2,2016-12-12
80.0,71.0,47.0,2,2016-12-14
86.0,86.0,72.0,2,2016-11-01
87.0,88.0,61.0,2,2016-11-23
100.0,95.0,76.0,2,2016-12-01
84.0,95.0,62.0,2,2016-11-08
102.0,100.0,75.0,2,2016-11-29
88.0,72.0,44.0,2,2016-12-13
92.0,93.0,79.0,2,2016-12-03
83.0,79.0,63.0,2,2016-12-19
96.0,85.0,69.0,2,2016-12-16
85.0,51.0,34.0,2,2016-12-21
83.0,77.0,59.0,2,2016-12-15
84.0,85.0,64.0,2,2016-12-20
78.0,82.0,69.0,2,2016-12-11
101.0,83.0,74.0,2,2016-12-18
71.0,48.0,42.0,2,2016-12-09
86.0,81.0,63.0,2,2016-12-10
95.0,90.0,70.0,2,2016-12-28
79.0,73.0,70.0,2,2016-11-06
94.0,83.0,65.0,2,2016-11-27
101.0,97.0,78.0,2,2016-11-18
85.0,83.0,66.0,2,2016-11-20
91.0,85.0,73.0,2,2016-12-29
93.0,89.0,72.0,2,2017-01-01
74.0,78.0,62.0,2,2016-12-26
86.0,79.0,76.0,2,2017-01-04
88.0,87.0,74.0,2,2016-12-23
110.0,100.0,79.0,2,2016-11-26
86.0,90.0,61.0,2,2017-01-10
102.0,81.0,76.0,2,2017-01-11
75.0,89.0,69.0,2,2017-01-09
85.0,87.0,64.0,2,2017-01-06
91.0,96.0,60.0,2,2017-01-03
78.0,64.0,59.0,2,2016-12-27
97.0,100.0,80.0,2,2016-12-30
86.0,95.0,73.0,2,2017-01-16
89.0,85.0,64.0,2,2017-01-12
93.0,89.0,69.0,2,2017-01-17
85.0,81.0,60.0,2,2016-12-04
95.0,90.0,65.0,2,2017-01-07
92.0,85.0,60.0,2,2017-01-15
90.0,60.0,44.0,2,2017-01-18
112.0,111.0,79.0,2,2017-01-25
72.0,69.0,57.0,2,2016-12-31
97.0,94.0,80.0,2,2017-01-26
98.0,87.0,61.0,2,2017-01-19
93.0,71.0,56.0,2,2017-01-24
84.0,83.0,54.0,2,2017-01-23
80.0,79.0,55.0,2,2017-01-13
79.0,86.0,65.0,2,2016-12-25
98.0,91.0,75.0,2,2017-01-21
85.0,93.0,73.0,2,2017-02-01
63.0,51.0,37.0,2,2017-02-02
88.0,68.0,66.0,2,2017-01-31
74.0,79.0,61.0,2,2017-02-04
88.0,62.0,47.0,2,2017-02-03
80.0,64.0,45.0,2,2017-02-06
86.0,91.0,68.0,2,2017-01-02
103.0,90.0,76.0,2,2016-11-05
89.0,90.0,59.0,2,2017-01-28
86.0,85.0,65.0,2,2017-01-08
98.0,84.0,75.0,2,2017-01-22
89.0,97.0,68.0,2,2016-12-17
52.0,25.0,12.0,2,2016-11-25
94.0,85.0,68.0,2,2017-01-27
91.0,102.0,67.0,2,2017-02-11
90.0,79.0,54.0,2,2017-02-10
97.0,71.0,51.0,2,2017-01-20
89.0,78.0,64.0,2,2017-02-12
105.0,99.0,70.0,2,2017-01-14
88.0,70.0,68.0,2,2017-02-13
84.0,89.0,67.0,2,2016-12-22
80.0,91.0,69.0,2,2017-02-17
73.0,74.0,56.0,2,2016-12-08
89.0,99.0,76.0,2,2017-02-14
96.0,93.0,76.0,2,2017-02-19
82.0,104.0,71.0,2,2017-02-20
77.0,65.0,45.0,2,2017-02-15
90.0,97.0,77.0,2,2017-02-18
93.0,95.0,70.0,2,2017-02-22
91.0,104.0,74.0,2,2017-02-23
102.0,110.0,81.0,2,2017-01-30
78.0,87.0,67.0,2,2017-02-07
101.0,94.0,80.0,2,2017-01-05
78.0,70.0,63.0,2,2017-02-09
107.0,103.0,80.0,2,2017-02-25
83.0,88.0,54.0,2,2017-02-28
96.0,90.0,67.0,2,2017-02-26
77.0,90.0,65.0,2,2017-02-21
93.0,103.0,69.0,2,2017-02-24
101.0,93.0,77.0,2,2017-02-08
83.0,100.0,71.0,2,2017-02-16
94.0,101.0,66.0,2,2017-01-29
88.0,89.0,71.0,2,2017-03-02
95.0,99.0,79.0,2,2017-03-01
96.0,101.0,80.0,2,2017-03-03
78.0,92.0,65.0,2,2017-03-06
98.0,100.0,67.0,2,2017-03-09
85.0,78.0,64.0,2,2017-03-10
96.0,94.0,77.0,2,2017-03-14
88.0,85.0,64.0,2,2017-03-04
106.0,97.0,85.0,2,2017-03-16
96.0,93.0,78.0,2,2017-03-07
96.0,93.0,75.0,2,2017-03-08
83.0,78.0,61.0,2,2017-03-12
90.0,86.0,78.0,2,2017-03-15
81.0,92.0,73.0,2,2017-03-21
92.0,95.0,72.0,2,2017-03-28
91.0,97.0,74.0,2,2017-03-29
78.0,83.0,67.0,2,2017-03-31
86.0,87.0,76.0,2,2017-02-27
82.0,89.0,63.0,2,2017-03-24
76.0,82.0,61.0,2,2017-03-22
76.0,102.0,76.0,2,2017-03-30
97.0,83.0,65.0,2,2017-02-05
94.0,93.0,77.0,2,2017-04-04
72.0,91.0,72.0,2,2017-03-27
103.0,103.0,76.0,2,2017-03-05
83.0,94.0,70.0,2,2017-04-07
96.0,91.0,63.0,2,2017-04-06
92.0,90.0,72.0,2,2017-03-11
85.0,85.0,72.0,2,2017-03-20
87.0,87.0,64.0,2,2017-03-17
80.0,79.0,61.0,2,2017-03-19
86.0,83.0,67.0,2,2017-03-18
81.0,96.0,66.0,2,2016-12-24
81.0,92.0,79.0,2,2017-04-12
82.0,93.0,74.0,2,2017-04-05
85.0,91.0,64.0,2,2017-03-23
77.0,81.0,69.0,2,2017-03-25
90.0,96.0,79.0,2,2017-04-10
93.0,104.0,83.0,2,2017-04-13
70.0,83.0,62.0,2,2017-04-19
87.0,96.0,70.0,2,2017-04-17
80.0,78.0,57.0,2,2017-04-20
101.0,116.0,80.0,2,2017-04-27
93.0,98.0,81.0,2,2017-04-18
93.0,91.0,78.0,2,2017-04-11
77.0,77.0,48.0,2,2017-04-24
89.0,95.0,74.0,2,2017-04-03
99.0,95.0,78.0,2,2017-04-08
99.0,110.0,81.0,2,2017-04-23
80.0,98.0,78.0,2,2017-03-26
79.0,76.0,59.0,2,2017-04-14
80.0,68.0,56.0,2,2017-04-16
93.0,98.0,76.0,2,2017-04-09
82.0,76.0,53.0,2,2017-05-04
78.0,82.0,73.0,2,2017-04-30
82.0,85.0,58.0,2,2017-04-21
102.0,95.0,70.0,2,2017-04-29
82.0,93.0,74.0,2,2017-05-06
83.0,78.0,71.0,2,2017-05-02
78.0,58.0,50.0,2,2017-04-26
89.0,104.0,72.0,2,2017-05-11
89.0,99.0,79.0,2,2017-04-28
96.0,81.0,74.0,2,2017-05-01
93.0,91.0,69.0,2,2017-05-03
88.0,88.0,71.0,2,2017-05-12
71.0,73.0,64.0,2,2017-04-22
91.0,77.0,71.0,2,2017-05-05
84.0,89.0,65.0,2,2017-05-17
83.0,93.0,59.0,2,2017-05-10
85.0,81.0,57.0,2,2017-05-15
94.0,93.0,76.0,2,2017-05-22
83.0,85.0,61.0,2,2017-05-09
87.0,87.0,55.0,2,2017-05-21
87.0,87.0,67.0,2,2017-05-16
83.0,95.0,69.0,2,2017-05-25
92.0,102.0,74.0,2,2017-05-07
93.0,91.0,78.0,2,2017-05-23
95.0,108.0,77.0,2,2017-05-08
86.0,101.0,68.0,2,2017-04-15
91.0,97.0,86.0,2,2017-05-31
84.0,95.0,75.0,2,2017-05-14
95.0,87.0,73.0,2,2017-05-19
81.0,90.0,69.0,2,2017-05-13
93.0,89.0,76.0,2,2017-05-26
94.0,95.0,70.0,2,2017-06-01
85.0,90.0,71.0,2,2017-05-18
89.0,86.0,72.0,2,2017-03-13
80.0,79.0,62.0,2,2017-06-02
63.0,74.0,51.0,2,2017-05-20
94.0,102.0,78.0,2,2017-06-05
72.0,81.0,60.0,2,2017-06-07
72.0,81.0,72.0,2,2017-06-09
72.0,86.0,66.0,2,2017-06-04
69.0,87.0,70.0,2,2017-06-11
100.0,99.0,83.0,2,2017-06-06
95.0,109.0,84.0,2,2017-05-30
91.0,89.0,69.0,2,2017-05-24
102.0,89.0,76.0,2,2017-06-08
99.0,119.0,84.0,2,2017-05-27
90.0,87.0,67.0,2,2017-06-16
98.0,105.0,84.0,2,2017-06-12
83.0,79.0,62.0,2,2017-04-01
75.0,77.0,61.0,2,2017-06-03
73.0,78.0,55.0,2,2017-06-13
97.0,105.0,84.0,2,2017-06-20
103.0,106.0,87.0,2,2017-05-29
90.0,99.0,78.0,2,2017-06-25
88.0,105.0,80.0,2,2017-06-28
83.0,98.0,69.0,2,2017-06-30
94.0,86.0,70.0,2,2017-06-27
71.0,86.0,63.0,2,2017-06-21
76.0,84.0,64.0,2,2017-06-26
99.0,101.0,80.0,2,2017-06-19
98.0,101.0,84.0,2,2017-06-29
93.0,93.0,73.0,2,2017-07-05
81.0,102.0,65.0,2,2017-07-01
79.0,81.0,65.0,2,2017-07-06
82.0,70.0,71.0,2,2017-04-25
89.0,88.0,75.0,2,2017-07-10
89.0,95.0,72.0,2,2017-07-08
85.0,84.0,64.0,2,2017-06-17
71.0,77.0,69.0,2,2017-06-18
101.0,108.0,77.0,2,2017-07-07
94.0,96.0,74.0,2,2017-06-10
75.0,68.0,73.0,2,2017-06-22
74.0,85.0,61.0,2,2017-06-15
82.0,82.0,70.0,2,2017-07-13
93.0,87.0,81.0,2,2017-06-23
83.0,82.0,66.0,2,2017-07-15
83.0,84.0,71.0,2,2017-07-18
72.0,79.0,63.0,2,2017-07-11
74.0,82.0,67.0,2,2017-07-17
85.0,78.0,60.0,2,2017-04-02
100.0,106.0,78.0,2,2017-07-19
100.0,112.0,91.0,2,2017-07-02
81.0,93.0,81.0,2,2017-06-24
93.0,105.0,85.0,2,2017-07-23
83.0,91.0,77.0,2,2017-07-12
84.0,86.0,66.0,2,2017-07-03
82.0,81.0,68.0,2,2017-07-09
99.0,113.0,90.0,2,2017-06-14
101.0,105.0,84.0,2,2017-07-28
103.0,110.0,84.0,2,2017-07-24
87.0,78.0,60.0,2,2017-05-28
76.0,84.0,61.0,2,2017-07-31
102.0,98.0,85.0,2,2017-07-29
91.0,95.0,72.0,2,2017-07-04
92.0,104.0,77.0,2,2017-07-26
104.0,108.0,85.0,2,2017-07-20
105.0,107.0,77.0,2,2017-07-25
100.0,108.0,82.0,2,2017-07-16
78.0,90.0,70.0,2,2017-08-02
97.0,104.0,84.0,2,2017-08-10
109.0,117.0,82.0,2,2017-08-13
90.0,100.0,75.0,2,2017-08-14
93.0,112.0,84.0,2,2017-08-01
89.0,100.0,72.0,2,2017-07-30
107.0,110.0,76.0,2,2017-08-08
88.0,87.0,69.0,2,2017-08-09
79.0,98.0,67.0,2,2017-07-22
93.0,101.0,77.0,2,2017-08-17
106.0,112.0,95.0,2,2017-08-15
104.0,113.0,90.0,2,2017-08-04
95.0,107.0,81.0,2,2017-08-05
108.0,115.0,91.0,2,2017-07-27
94.0,102.0,87.0,2,2017-07-14
88.0,97.0,70.0,2,2017-08-07
109.0,103.0,88.0,2,2017-08-19
111.0,117.0,93.0,2,2017-08-26
113.0,124.0,95.0,2,2017-08-23
92.0,100.0,87.0,2,2017-08-21
108.0,118.0,86.0,2,2017-08-18
111.0,118.0,90.0,2,2017-08-25
118.0,129.0,100.0,2,2017-08-29
99.0,104.0,89.0,2,2017-08-03
101.0,109.0,87.0,2,2017-07-21
108.0,118.0,94.0,2,2017-08-20
120.0,129.0,100.0,2,2017-08-30
90.0,110.0,78.0,2,2017-08-24
108.0,112.0,87.0,2,2017-08-06
99.0,110.0,81.0,2,2017-08-11
111.0,117.0,85.0,2,2017-08-12
108.0,116.0,89.0,2,2017-08-16
109.0,126.0,97.0,2,2017-08-22
119.0,129.0,100.0,2,2017-08-27
118.0,129.0,100.0,2,2017-08-28
129.0,129.0,100.0,2,2017-08-31
88.0,78.0,67.0,3,2016-10-31
108.0,102.0,71.0,3,2016-11-04
93.0,94.0,79.0,3,2016-11-07
87.0,93.0,78.0,3,2016-11-14
68.0,64.0,53.0,3,2016-11-13
83.0,86.0,66.0,3,2016-11-10
95.0,87.0,70.0,3,2016-10-30
86.0,95.0,68.0,3,2016-11-15
73.0,47.0,43.0,3,2016-11-21
101.0,106.0,82.0,3,2016-11-03
94.0,93.0,77.0,3,2016-11-11
75.0,89.0,60.0,3,2016-11-16
95.0,72.0,62.0,3,2016-11-09
88.0,92.0,64.0,3,2016-11-12
94.0,85.0,74.0,3,2016-11-19
96.0,104.0,78.0,3,2016-11-28
80.0,93.0,73.0,3,2016-11-30
91.0,81.0,70.0,3,2016-11-24
91.0,81.0,68.0,3,2016-11-17
78.0,48.0,38.0,3,2016-12-02
90.0,82.0,57.0,3,2016-12-05
81.0,56.0,37.0,3,2016-11-02
78.0,81.0,68.0,3,2016-11-22
92.0,88.0,69.0,3,2016-12-06
82.0,54.0,43.0,3,2016-12-07
72.0,68.0,42.0,3,2016-12-12
88.0,68.0,43.0,3,2016-12-14
83.0,87.0,68.0,3,2016-11-01
89.0,80.0,70.0,3,2016-11-23
99.0,99.0,79.0,3,2016-12-01
80.0,92.0,62.0,3,2016-11-08
94.0,102.0,75.0,3,2016-11-29
84.0,51.0,51.0,3,2016-12-13
100.0,101.0,75.0,3,2016-12-03
77.0,82.0,61.0,3,2016-12-19
96.0,84.0,72.0,3,2016-12-16
79.0,45.0,39.0,3,2016-12-21
82.0,72.0,64.0,3,2016-12-15
85.0,84.0,60.0,3,2016-12-20
89.0,92.0,66.0,3,2016-12-11
86.0,93.0,71.0,3,2016-12-18
72.0,45.0,32.0,3,2016-12-09
76.0,81.0,60.0,3,2016-12-10
91.0,95.0,67.0,3,2016-12-28
76.0,81.0,53.0,3,2016-11-06
96.0,93.0,68.0,3,2016-11-27
96.0,93.0,70.0,3,2016-11-18
87.0,91.0,66.0,3,2016-11-20
80.0,92.0,64.0,3,2016-12-29
102.0,81.0,71.0,3,2017-01-01
67.0,74.0,56.0,3,2016-12-26
91.0,86.0,69.0,3,2017-01-04
94.0,92.0,72.0,3,2016-12-23
97.0,100.0,77.0,3,2016-11-26
97.0,84.0,63.0,3,2017-01-10
87.0,81.0,59.0,3,2017-01-11
80.0,78.0,64.0,3,2017-01-09
87.0,72.0,59.0,3,2017-01-06
98.0,83.0,67.0,3,2017-01-03
76.0,68.0,42.0,3,2016-12-27
99.0,95.0,77.0,3,2016-12-30
93.0,88.0,70.0,3,2017-01-16
89.0,87.0,63.0,3,2017-01-12
97.0,92.0,72.0,3,2017-01-17
88.0,88.0,67.0,3,2016-12-04
95.0,87.0,74.0,3,2017-01-07
92.0,77.0,62.0,3,2017-01-15
88.0,73.0,48.0,3,2017-01-18
104.0,105.0,83.0,3,2017-01-25
82.0,74.0,60.0,3,2016-12-31
99.0,95.0,68.0,3,2017-01-26
98.0,89.0,68.0,3,2017-01-19
97.0,79.0,59.0,3,2017-01-24
83.0,86.0,60.0,3,2017-01-23
80.0,97.0,64.0,3,2017-01-13
81.0,90.0,63.0,3,2016-12-25
78.0,95.0,71.0,3,2017-01-21
96.0,90.0,67.0,3,2017-02-01
73.0,50.0,33.0,3,2017-02-02
85.0,68.0,60.0,3,2017-01-31
79.0,82.0,68.0,3,2017-02-04
88.0,66.0,58.0,3,2017-02-03
84.0,66.0,55.0,3,2017-02-06
93.0,77.0,57.0,3,2017-01-02
88.0,98.0,74.0,3,2016-11-05
94.0,76.0,65.0,3,2017-01-28
92.0,87.0,65.0,3,2017-01-08
87.0,106.0,68.0,3,2017-01-22
89.0,84.0,66.0,3,2016-12-17
62.0,13.0,16.0,3,2016-11-25
95.0,91.0,67.0,3,2017-01-27
83.0,88.0,65.0,3,2017-02-11
91.0,75.0,72.0,3,2017-02-10
86.0,66.0,60.0,3,2017-01-20
75.0,89.0,69.0,3,2017-02-12
93.0,101.0,67.0,3,2017-01-14
79.0,85.0,54.0,3,2017-02-13
84.0,87.0,63.0,3,2016-12-22
99.0,88.0,74.0,3,2017-02-17
67.0,75.0,49.0,3,2016-12-08
88.0,97.0,79.0,3,2017-02-14
98.0,104.0,78.0,3,2017-02-19
